270 	ADAMDEC1 	HGNC:16299 	O15204
271 	ADAMTS1 	HGNC:217 	Q9UHI8
272 	ADAMTS2 	HGNC:218 	O95450
273 	ADAMTS3 	HGNC:219 	O15072
274 	ADAMTS4 	HGNC:220 	O75173
275 	ADAMTS5 	HGNC:221 	Q9UNA0
276 	ADAMTS6 	HGNC:222 	Q9UKP5
277 	ADAMTS7 	HGNC:223 	Q9UKP4
278 	ADAMTS8 	HGNC:224 	Q9UP79
279 	ADAMTS9 	HGNC:13202 	Q9P2N4
280 	ADAMTS10 	HGNC:13201 	Q9H324
281 	ADAMTS12 	HGNC:14605 	P58397
282 	ADAMTS13 	HGNC:1366 	Q76LX8
283 	ADAMTS14 	HGNC:14899 	Q8WXS8
284 	ADAMTS15 	HGNC:16305 	Q8TE58
285 	ADAMTS16 	HGNC:17108 	Q8TE57
286 	ADAMTS17 	HGNC:17109 	Q8TE56
287 	ADAMTS18 	HGNC:17110 	Q8TE60
288 	ADAMTS19 	HGNC:17111 	Q8TE59
289 	ADAMTS20 	HGNC:17178 	P59510
290 	ADAMTSL1 	HGNC:14632 	Q8N6G6
291 	ADAMTSL2 	HGNC:14631 	Q86TH1
292 	ADAMTSL3 	HGNC:14633 	P82987
293 	ADAMTSL4 	HGNC:19706 	Q6UY14
294 	ADAMTSL5 	HGNC:27912 	Q6ZMM2
295 	ADAP1 	HGNC:16486 	O75689
296 	ADAP2 	HGNC:16487 	Q9NPF8
297 	ADAR 	HGNC:225 	P55265
298 	ADARB1 	HGNC:226 	P78563
299 	ADARB2 	HGNC:227 	Q9NS39
300 	ADAT1 	HGNC:228 	Q9BUB4
301 	ADAT2 	HGNC:21172 	Q7Z6V5
302 	ADAT3 	HGNC:25151 	Q96EY9
303 	ADCK1 	HGNC:19038 	Q86TW2
304 	ADCK2 	HGNC:19039 	Q7Z695
305 	ADCK5 	HGNC:21738 	Q3MIX3
306 	ADCY1 	HGNC:232 	Q08828
307 	ADCY2 	HGNC:233 	Q08462
308 	ADCY3 	HGNC:234 	O60266
309 	ADCY4 	HGNC:235 	Q8NFM4
310 	ADCY5 	HGNC:236 	O95622
311 	ADCY6 	HGNC:237 	O43306
312 	ADCY7 	HGNC:238 	P51828
313 	ADCY8 	HGNC:239 	P40145
314 	ADCY9 	HGNC:240 	O60503
315 	ADCY10 	HGNC:21285 	Q96PN6
316 	ADCYAP1 	HGNC:241 	P18509
317 	ADCYAP1R1 	HGNC:242 	P41586
318 	ADD1 	HGNC:243 	P35611
319 	ADD2 	HGNC:244 	P35612
320 	ADD3 	HGNC:245 	Q9UEY8
321 	ADGB 	HGNC:21212 	Q8N7X0
322 	ADGRA1 	HGNC:13838 	Q86SQ6
323 	ADGRA2 	HGNC:17849 	Q96PE1
324 	ADGRA3 	HGNC:13839 	Q8IWK6
325 	ADGRB1 	HGNC:943 	O14514
326 	ADGRB2 	HGNC:944 	O60241
327 	ADGRB3 	HGNC:945 	O60242
328 	ADGRD1 	HGNC:19893 	Q6QNK2
329 	ADGRD2 	HGNC:18651 	Q7Z7M1
330 	ADGRE1 	HGNC:3336 	Q14246
331 	ADGRE2 	HGNC:3337 	Q9UHX3
332 	ADGRE3 	HGNC:23647 	Q9BY15
333 	ADGRE5 	HGNC:1711 	P48960
334 	ADGRF1 	HGNC:18990 	Q5T601
335 	ADGRF3 	HGNC:18989 	Q8IZF5
336 	ADGRF4 	HGNC:19011 	Q8IZF3
337 	ADGRF5 	HGNC:19030 	Q8IZF2
338 	ADGRG1 	HGNC:4512 	Q9Y653
339 	ADGRG2 	HGNC:4516 	Q8IZP9
340 	ADGRG3 	HGNC:13728 	Q86Y34
341 	ADGRG4 	HGNC:18992 	Q8IZF6
342 	ADGRG5 	HGNC:19010 	Q8IZF4
343 	ADGRG6 	HGNC:13841 	Q86SQ4
344 	ADGRG7 	HGNC:19241 	Q96K78
345 	ADGRL1 	HGNC:20973 	O94910
346 	ADGRL2 	HGNC:18582 	O95490
347 	ADGRL3 	HGNC:20974 	Q9HAR2
348 	ADGRL4 	HGNC:20822 	Q9HBW9
349 	ADGRV1 	HGNC:17416 	Q8WXG9
350 	ADH1A 	HGNC:249 	P07327
351 	ADH1B 	HGNC:250 	P00325
352 	ADH1C 	HGNC:251 	P00326
353 	ADH4 	HGNC:252 	P08319
354 	ADH5 	HGNC:253 	P11766
355 	ADH6 	HGNC:255 	P28332
356 	ADH7 	HGNC:256 	P40394
357 	ADHFE1 	HGNC:16354 	Q8IWW8
358 	ADI1 	HGNC:30576 	Q9BV57
359 	ADIG 	HGNC:28606 	Q0VDE8
360 	ADIPOQ 	HGNC:13633 	Q15848
361 	ADIPOR1 	HGNC:24040 	Q96A54
362 	ADIPOR2 	HGNC:24041 	Q86V24
363 	ADIRF 	HGNC:24043 	Q15847
364 	ADISSP 	HGNC:15873 	Q9GZN8
365 	ADK 	HGNC:257 	P55263
366 	ADM 	HGNC:259 	P35318
367 	ADM2 	HGNC:28898 	Q7Z4H4
368 	ADM5 	HGNC:27293 	C9JUS6
369 	ADNP 	HGNC:15766 	Q9H2P0
370 	ADNP2 	HGNC:23803 	Q6IQ32
371 	ADO 	HGNC:23506 	Q96SZ5
372 	ADORA1 	HGNC:262 	P30542
373 	ADORA2A 	HGNC:263 	P29274
374 	ADORA2B 	HGNC:264 	P29275
375 	ADORA3 	HGNC:268 	P0DMS8
376 	ADPGK 	HGNC:25250 	Q9BRR6
377 	ADPRH 	HGNC:269 	P54922
378 	ADPRHL1 	HGNC:21303 	Q8NDY3
379 	ADPRM 	HGNC:30925 	Q3LIE5
380 	ADPRS 	HGNC:21304 	Q9NX46
381 	ADRA1A 	HGNC:277 	P35348
382 	ADRA1B 	HGNC:278 	P35368
383 	ADRA1D 	HGNC:280 	P25100
384 	ADRA2A 	HGNC:281 	P08913
385 	ADRA2B 	HGNC:282 	P18089
386 	ADRA2C 	HGNC:283 	P18825
387 	ADRB1 	HGNC:285 	P08588
388 	ADRB2 	HGNC:286 	P07550
389 	ADRB3 	HGNC:288 	P13945
390 	ADRM1 	HGNC:15759 	Q16186
391 	ADSL 	HGNC:291 	P30566
392 	ADSS1 	HGNC:20093 	Q8N142
393 	ADSS2 	HGNC:292 	P30520
394 	ADTRP 	HGNC:21214 	Q96IZ2
395 	AEBP1 	HGNC:303 	Q8IUX7
396 	AEBP2 	HGNC:24051 	Q6ZN18
397 	AEN 	HGNC:25722 	Q8WTP8
398 	AFAP1 	HGNC:24017 	Q8N556
399 	AFAP1L1 	HGNC:26714 	Q8TED9
400 	AFAP1L2 	HGNC:25901 	Q8N4X5
401 	AFDN 	HGNC:7137 	P55196
402 	AFF1 	HGNC:7135 	P51825
403 	AFF2 	HGNC:3776 	P51816
404 	AFF3 	HGNC:6473 	P51826
405 	AFF4 	HGNC:17869 	Q9UHB7
406 	AFG1L 	HGNC:16411 	Q8WV93
407 	AFG2A 	HGNC:18119 	Q8NB90
408 	AFG2B 	HGNC:28762 	Q9BVQ7
409 	AFG3L2 	HGNC:315 	Q9Y4W6
410 	AFM 	HGNC:316 	P43652
411 	AFMID 	HGNC:20910 	Q63HM1
412 	AFP 	HGNC:317 	P02771
413 	AFTPH 	HGNC:25951 	Q6ULP2
414 	AGA 	HGNC:318 	P20933
415 	AGAP1 	HGNC:16922 	Q9UPQ3
416 	AGAP2 	HGNC:16921 	Q99490
417 	AGAP3 	HGNC:16923 	Q96P47
418 	AGAP4 	HGNC:23459 	Q96P64
419 	AGAP5 	HGNC:23467 	A6NIR3
420 	AGAP6 	HGNC:23466 	Q5VW22
421 	AGAP9 	HGNC:23463 	Q5VTM2
422 	AGBL1 	HGNC:26504 	Q96MI9
423 	AGBL2 	HGNC:26296 	Q5U5Z8
424 	AGBL3 	HGNC:27981 	Q8NEM8
425 	AGBL4 	HGNC:25892 	Q5VU57
426 	AGBL5 	HGNC:26147 	Q8NDL9
427 	AGER 	HGNC:320 	Q15109
428 	AGFG1 	HGNC:5175 	P52594
429 	AGFG2 	HGNC:5177 	O95081
430 	AGGF1 	HGNC:24684 	Q8N302
431 	AGK 	HGNC:21869 	Q53H12
432 	AGL 	HGNC:321 	P35573
433 	AGMAT 	HGNC:18407 	Q9BSE5
434 	AGMO 	HGNC:33784 	Q6ZNB7
435 	AGO1 	HGNC:3262 	Q9UL18
436 	AGO2 	HGNC:3263 	Q9UKV8
437 	AGO3 	HGNC:18421 	Q9H9G7
438 	AGO4 	HGNC:18424 	Q9HCK5
439 	AGPAT1 	HGNC:324 	Q99943
440 	AGPAT2 	HGNC:325 	O15120
441 	AGPAT3 	HGNC:326 	Q9NRZ7
442 	AGPAT4 	HGNC:20885 	Q9NRZ5
443 	AGPAT5 	HGNC:20886 	Q9NUQ2
444 	AGPS 	HGNC:327 	O00116
445 	AGR2 	HGNC:328 	O95994
446 	AGR3 	HGNC:24167 	Q8TD06
447 	AGRN 	HGNC:329 	O00468
448 	AGRP 	HGNC:330 	O00253
449 	AGT 	HGNC:333 	P01019
450 	AGTPBP1 	HGNC:17258 	Q9UPW5
451 	AGTR1 	HGNC:336 	P30556
452 	AGTR2 	HGNC:338 	P50052
453 	AGTRAP 	HGNC:13539 	Q6RW13
454 	AGXT 	HGNC:341 	P21549
455 	AGXT2 	HGNC:14412 	Q9BYV1
456 	AHCTF1 	HGNC:24618 	Q8WYP5
457 	AHCY 	HGNC:343 	P23526
458 	AHCYL1 	HGNC:344 	O43865
459 	AHCYL2 	HGNC:22204 	Q96HN2
460 	AHDC1 	HGNC:25230 	Q5TGY3
461 	AHI1 	HGNC:21575 	Q8N157
462 	AHNAK 	HGNC:347 	Q09666
463 	AHNAK2 	HGNC:20125 	Q8IVF2
464 	AHR 	HGNC:348 	P35869
465 	AHRR 	HGNC:346 	A9YTQ3
466 	AHSA1 	HGNC:1189 	O95433
467 	AHSG 	HGNC:349 	P02765
468 	AHSP 	HGNC:18075 	Q9NZD4
469 	AICDA 	HGNC:13203 	Q9GZX7
470 	AIDA 	HGNC:25761 	Q96BJ3
471 	AIF1 	HGNC:352 	P55008
472 	AIF1L 	HGNC:28904 	Q9BQI0
473 	AIFM1 	HGNC:8768 	O95831
474 	AIFM2 	HGNC:21411 	Q9BRQ8
475 	AIFM3 	HGNC:26398 	Q96NN9
476 	AIG1 	HGNC:21607 	Q9NVV5
477 	AIM2 	HGNC:357 	O14862
478 	AIMP1 	HGNC:10648 	Q12904
479 	AIMP2 	HGNC:20609 	Q13155
480 	AIP 	HGNC:358 	O00170
481 	AIPL1 	HGNC:359 	Q9NZN9
482 	AIRE 	HGNC:360 	O43918
483 	AIRIM 	HGNC:26039 	Q9NX04
484 	AJAP1 	HGNC:30801 	Q9UKB5
485 	AJM1 	HGNC:37284 	C9J069
486 	AJUBA 	HGNC:20250 	Q96IF1
487 	AK1 	HGNC:361 	P00568
488 	AK2 	HGNC:362 	P54819
489 	AK3 	HGNC:17376 	Q9UIJ7
490 	AK4 	HGNC:363 	P27144
491 	AK5 	HGNC:365 	Q9Y6K8
492 	AK6 	HGNC:49151 	Q9Y3D8
493 	AK7 	HGNC:20091 	Q96M32
494 	AK8 	HGNC:26526 	Q96MA6
495 	AK9 	HGNC:33814 	Q5TCS8
496 	AKAIN1 	HGNC:28285 	P0CW23
497 	AKAP1 	HGNC:367 	Q92667
498 	AKAP3 	HGNC:373 	O75969
499 	AKAP4 	HGNC:374 	Q5JQC9
500 	AKAP5 	HGNC:375 	P24588
501 	AKAP6 	HGNC:376 	Q13023
502 	AKAP7 	HGNC:377 	O43687,Q9P0M2
503 	AKAP8 	HGNC:378 	O43823
504 	AKAP8L 	HGNC:29857 	Q9ULX6
505 	AKAP9 	HGNC:379 	Q99996
506 	AKAP10 	HGNC:368 	O43572
507 	AKAP11 	HGNC:369 	Q9UKA4
508 	AKAP12 	HGNC:370 	Q02952
509 	AKAP13 	HGNC:371 	Q12802
510 	AKAP14 	HGNC:24061 	Q86UN6
511 	AKAP17A 	HGNC:18783 	Q02040
512 	AKIP1 	HGNC:1170 	Q9NQ31
513 	AKIRIN1 	HGNC:25744 	Q9H9L7
514 	AKIRIN2 	HGNC:21407 	Q53H80
515 	AKNA 	HGNC:24108 	Q7Z591
516 	AKNAD1 	HGNC:28398 	Q5T1N1
517 	AKR1A1 	HGNC:380 	P14550
518 	AKR1B1 	HGNC:381 	P15121
519 	AKR1B10 	HGNC:382 	O60218
520 	AKR1B15 	HGNC:37281 	C9JRZ8
521 	AKR1C1 	HGNC:384 	Q04828
522 	AKR1C2 	HGNC:385 	P52895
523 	AKR1C3 	HGNC:386 	P42330
524 	AKR1C4 	HGNC:387 	P17516
525 	AKR1C8 	HGNC:23469 	Q5T2L2
526 	AKR1D1 	HGNC:388 	P51857
527 	AKR1E2 	HGNC:23437 	Q96JD6
528 	AKR7A2 	HGNC:389 	O43488
529 	AKR7A3 	HGNC:390 	O95154
530 	AKR7L 	HGNC:24056 	Q8NHP1
531 	AKT1 	HGNC:391 	P31749
532 	AKT1S1 	HGNC:28426 	Q96B36
533 	AKT2 	HGNC:392 	P31751
534 	AKT3 	HGNC:393 	Q9Y243
535 	AKTIP 	HGNC:16710 	Q9H8T0
536 	ALAD 	HGNC:395 	P13716
537 	ALAS1 	HGNC:396 	P13196
538 	ALAS2 	HGNC:397 	P22557
539 	ALB 	HGNC:399 	P02768
540 	ALCAM 	HGNC:400 	Q13740
541 	ALDH1A1 	HGNC:402 	P00352
542 	ALDH1A2 	HGNC:15472 	O94788
543 	ALDH1A3 	HGNC:409 	P47895
544 	ALDH1B1 	HGNC:407 	P30837
545 	ALDH1L1 	HGNC:3978 	O75891
546 	ALDH1L2 	HGNC:26777 	Q3SY69
547 	ALDH2 	HGNC:404 	P05091
548 	ALDH3A1 	HGNC:405 	P30838
549 	ALDH3A2 	HGNC:403 	P51648
550 	ALDH3B1 	HGNC:410 	P43353
551 	ALDH3B2 	HGNC:411 	P48448
552 	ALDH4A1 	HGNC:406 	P30038
553 	ALDH5A1 	HGNC:408 	P51649
554 	ALDH6A1 	HGNC:7179 	Q02252
555 	ALDH7A1 	HGNC:877 	P49419
556 	ALDH8A1 	HGNC:15471 	Q9H2A2
557 	ALDH9A1 	HGNC:412 	P49189
558 	ALDH16A1 	HGNC:28114 	Q8IZ83
559 	ALDH18A1 	HGNC:9722 	P54886
560 	ALDOA 	HGNC:414 	P04075
561 	ALDOB 	HGNC:417 	P05062
562 	ALDOC 	HGNC:418 	P09972
563 	ALG1 	HGNC:18294 	Q9BT22
564 	ALG1L2 	HGNC:37258 	C9J202
565 	ALG2 	HGNC:23159 	Q9H553
